"","logFC","logCPM","PValue","FDR"
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula",5.72144026009194,12.8083895686258,2.5783243009798e-09,3.55808753535212e-07
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum",10.6920000104051,12.3581246101391,1.23068659071431e-08,8.49173747592877e-07
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter concisus",9.07633388927569,4.2868040724816,6.61489864433469e-08,2.57729644450584e-06
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens",11.5792628024997,10.0590419067049,8.8369848951558e-08,2.57729644450584e-06
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens",-9.98512053842226,12.3355370011129,9.33803059603565e-08,2.57729644450584e-06
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis",5.25061961687518,17.6807776878671,1.50332184197143e-06,3.45764023653429e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens",4.40612272260207,9.18157542216217,2.34877997191667e-06,4.63045194463572e-05
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis",4.04224419786597,10.2508233123926,3.0121526909482e-06,5.19596339188564e-05
"k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__Erysipelotrichaceae bacterium I46",3.98781551938767,12.9348736198207,6.01344190835997e-06,9.22061092615196e-05
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii",3.58125624572058,13.5473464756466,8.60937117965888e-06,0.000118809322279292
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera elsdenii",-6.72530550887001,6.27434607250309,1.08347006830569e-05,0.000135926244932896
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium hwasookii",8.09862426371007,5.07942339252448,1.84909533454072e-05,0.000209179251556618
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile",3.04142598911358,10.9405782031836,1.97052918133046e-05,0.000209179251556618
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica",8.67501579041892,8.84787042151048,5.06436935364876e-05,0.000499202122002521
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli",4.00474438508661,15.9055916606054,6.5608645764259e-05,0.000603599541031182
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii",7.08318800356411,6.7782001225504,8.7754018916183e-05,0.000756878413152078
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae",5.45739129881595,5.71638529772446,0.000115681587320309,0.000939062297070745
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister pneumosintes",5.63775759621951,7.56350507798061,0.000140613712317391,0.00107756871472234
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus bicirculans",-4.89248837828388,13.0201662365093,0.000148360909998003,0.00107756871472234
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",7.93167976174724,8.17430656150272,0.000255442128251523,0.00176255068493551
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella morganii",8.8519108936212,5.5138911804637,0.000274508761012413,0.00180391471522443
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens",-5.15866492930454,11.8091552266872,0.000323415855559302,0.00202869945759926
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis",-6.3120911239634,10.0071697827891,0.000363991003312765,0.00218394601987659
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae",2.45760970222491,12.9836383945174,0.000448164497805935,0.00251066551191046
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum",-5.01352431049828,5.42467468832284,0.000454830708679431,0.00251066551191046
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus scotoductus",-10.0444809397252,6.24567076601801,0.000495407750779599,0.00257288970631248
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus silvanus",-9.63360197477011,5.84507497764264,0.000503391464278528,0.00257288970631248
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus parainfluenzae",3.64685104977477,9.2716182205135,0.000549907022833924,0.00271025604111006
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii",-2.50465739846296,12.7544800565691,0.00140126522974638,0.00666808971396555
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius",2.72610800925392,14.3488829534257,0.00163186928748388,0.00750659872242583
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli",-2.70508298741581,10.0533865388983,0.00182706745616249,0.00813339706291688
"k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp. H121",-3.43524778093041,11.628481383228,0.00214549142500682,0.00925243177034192
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor alocis",4.44306353285879,5.18562575320165,0.0032275214387678,0.0134969078348472
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus",-4.50444376929434,5.9671534051458,0.00408471101808409,0.0165791211910472
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XIII. Incertae Sedis;g__NA;s__[Eubacterium] sulci",-3.76646822871843,6.01970099414313,0.0054736674553832,0.0208425745971678
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__NA;s__[Eubacterium] rectale",-2.58570527988763,16.0761991901548,0.00556973392633049,0.0208425745971678
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini",-9.08981275353732,13.1097750967857,0.00558822652242905,0.0208425745971678
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii",4.27108358284516,6.65044785030286,0.00602764447974499,0.0218898667948634
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum",5.93504086690102,4.50062141122491,0.00643679470741057,0.0227763505031451
"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila",-6.50213543551766,15.1298183869084,0.00681665995312591,0.0235174768382844
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii",2.01525719856132,12.0000137582436,0.00733684495002162,0.0246947464171459
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium chauvoei",-4.54148983770441,5.10643028618783,0.00768421915454381,0.0252481486506439
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii",2.52157718558782,7.37728032393373,0.00863533855049337,0.0277134120922811
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus",-2.43925704135875,14.6252960614291,0.00910244647540558,0.0285485821274084
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella massiliensis",-2.10389083342148,12.5347951161352,0.0123489339239253,0.037870064033371
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium",-1.79199146747825,10.4201882530399,0.0126705434888302,0.0379824043687849
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve",1.9793117437158,12.6196333944662,0.0129360362705282,0.0379824043687849
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp. FDAARGOS_156",6.0352202097812,4.64993865100574,0.0153074298081824,0.0440088606985244
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis",2.29178118454475,6.44534207937727,0.0166437564758431,0.0468742529319663
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger",-6.82206110036714,5.1864403855705,0.0186607371365251,0.0515036344968092
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus",-5.65058743750933,4.11856938951971,0.020176031531033,0.054593967672207
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12",1.95771925443744,7.83569850425013,0.0213885853077446,0.0560797722661505
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. SY8519",-2.38447546835132,8.93863321207836,0.0215378835514926,0.0560797722661505
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus",-2.94303858074966,12.3548565485261,0.0236464122162668,0.0598678461612031
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sp. YY7918",-2.87502780641034,7.53974920699716,0.0238603734700447,0.0598678461612031
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus",-7.77393176450182,4.09503313864482,0.0314033064968994,0.077386719581645
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__NA;g__Phocaeicola;s__Phocaeicola salanitronis",-2.97659738683548,7.82370129930406,0.0328912710887553,0.0796314984254076
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris",-2.08329772477334,5.52038851634413,0.0349225994724601,0.0830917021930948
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis",2.27132632189601,6.18297166618729,0.0376857621029268,0.0881463588170152
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus pittmaniae",2.93177901385502,5.28976011047651,0.04580921431674,0.105361192928502
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium",2.42929958492155,7.12245195282317,0.0478352389728419,0.107855939563784
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis",-1.92442796845318,11.2838971067899,0.0484570163257579,0.107855939563784
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis",-1.44694044587313,14.0078257559324,0.0512578479159523,0.112279095434943
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes",1.8585187086185,5.72893958054366,0.0567819634695535,0.122436108731225
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__NA;g__Intestinimonas;s__Intestinimonas butyriciproducens",-1.39858050897189,10.5465401522321,0.0691993505050971,0.146915544149283
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis",-3.26935622114949,16.8754689638614,0.0707821317432097,0.147999002735802
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus",1.70954201035861,15.1268025443088,0.0764527696434295,0.155805298582817
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum",-2.76784071474388,15.5187438366053,0.0775802405912883,0.155805298582817
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii",3.34804521556258,3.97507706150016,0.0779026492914087,0.155805298582817
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens",-1.68927183420022,12.5445386736398,0.0830392368115945,0.163705924000001
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium sp. YL32",1.34377950199553,9.4993062010134,0.0849398586504676,0.165094373151613
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. FDAARGOS_192",1.48667550152665,9.85573394942528,0.100969089329989,0.193524087882479
"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni",-1.48535519410406,10.0024222915498,0.126849305724099,0.239091979114229
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii",1.40171544816322,7.65968882651091,0.128208742423572,0.239091979114229
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus",-2.07643544865579,15.6255976036381,0.13231279170163,0.243455536731
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum",2.21647939150216,7.43166554790933,0.137213454179411,0.249150745746825
